source_id,hostname,access_mode,automated_access_allowed,access_policy_status,access_policy_url,access_policy_checked_at,content_use_status,attribution_required,preferred_access_method,preferred_access_url,change_signal_method,notes
src_tw_order_11403856095_securities,www.sfb.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.sfb.gov.tw/ch/home.jsp?dataserno=202512260004&id=88&mcustomize=lawnews_view.jsp&parentpath=0%2C3,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_order_11403856094_recognised,www.fsc.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.fsc.gov.tw/ch/home.jsp?dataserno=202512260005&dtable=NewsLaw&id=3&mcustomize=lawnew_view.jsp&parentpath=0,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_fcm_fin_report_fl021990,law.fsc.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://law.fsc.gov.tw/LawContent.aspx?id=FL021990,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_order_11403856096_fcm,www.fsc.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.fsc.gov.tw/ch/home.jsp?dataserno=202512260003&dtable=NewsLaw&id=3&mcustomize=lawnew_view.jsp&parentpath=0,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_tpex_isds_portal,isds.tpex.org.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://isds.tpex.org.tw/IFRS/front/#/main/home,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_twse_impl_plan_example,www.twse.com.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.twse.com.tw/market_insights/zh/detail/8a8216d69236c2e30192db1f6c6902fb,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_twse_impl_plan_progress_template,twse-regulation.twse.com.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://twse-regulation.twse.com.tw/TW/GetFile.ashx?FILEID=0000371549,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_sfb_press_20251028,www.sfb.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.sfb.gov.tw/ch/home.jsp?dataserno=202510280004&dtable=News&id=95&mcustomize=news_view.jsp&parentpath=0%2C2,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_fsc_roadmap_press_20230817,www.fsc.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.fsc.gov.tw/ch/home.jsp?dataserno=202308170002&dtable=News&id=96&mcustomize=news_view.jsp&parentpath=0%2C2,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_tpex_qa_20250402,isds.tpex.org.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://isds.tpex.org.tw/download/20250402IFRS%E6%B0%B8%E7%BA%8C%E6%BA%96%E5%89%87%E5%95%8F%E7%AD%94%E9%9B%86.pdf,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_fsc_portal,www.fsc.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.fsc.gov.tw/,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_sfb_portal,www.sfb.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://www.sfb.gov.tw/,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_tw_twse_portal,www.twse.com.tw,OFFICIAL_API,true,ALLOWED_VIA_OFFICIAL_OPEN_DATA,https://openapi.twse.com.tw/v1/swagger.json,2026-08-12,OPEN_DATA_METADATA,true,OFFICIAL_API,https://openapi.twse.com.tw/v1/swagger.json,OFFICIAL_API_CHANGE,TWSE OpenAPI (OGDL) authorised. Monitor official swagger catalog metadata only. Portal HTML and IFRS implementation-plan PDFs are NOT claimed API-equivalent; those stay MANUAL_REFERENCE.
src_tw_tpex_portal,www.tpex.org.tw,OFFICIAL_API,true,ALLOWED_VIA_OFFICIAL_OPEN_DATA,https://www.tpex.org.tw/openapi/,2026-08-12,OPEN_DATA_METADATA,true,OFFICIAL_API,https://www.tpex.org.tw/openapi/swagger.json,OFFICIAL_API_CHANGE,TPEx OpenAPI/swagger is the approved channel. Portal HTML and ISDS document pages are not crawled.
src_tw_moenv_ghg_registry,ghgregistry.moenv.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://ghgregistry.moenv.gov.tw/,MANUAL_ADMIN_SIGNAL,Official GHG registry portal remains a regulatory/reference identity. Public HTML is not treated as crawler-authorised. Open dataset GHG_P_01 is a separate source.
src_tw_moenv_ghg_open_data,data.moenv.gov.tw,OFFICIAL_API,true,ALLOWED_VIA_OFFICIAL_OPEN_DATA,https://data.moenv.gov.tw/,2026-08-12,OPEN_DATA_METADATA,true,API,https://data.moenv.gov.tw/api/v2/ghg_p_01,OFFICIAL_OPEN_DATA_CHANGE,Official MOENV Open Data API for GHG_P_01. Requires MOENV_API_KEY from environment. Supporting dataset only — never invents legal thresholds. Do not monitor swagger as data.
src_tw_moenv_oaout,oaout.moenv.gov.tw,MANUAL_REFERENCE,false,TERMS_UNCLEAR,,2026-08-12,METADATA_ONLY,true,MANUAL_REFERENCE,https://oaout.moenv.gov.tw/law/LawContent.aspx?id=GL005954,MANUAL_ADMIN_SIGNAL,Public page is not treated as crawler-authorised. No explicit automated-access basis documented; default deny. Remains official reference for manual/admin verification.
src_issb_ifrs_s1_2023,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_issb_ifrs_s2_2023,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_issb_ifrs_s2_ghg_amendments_2025,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_issb_s1_s2_mapping_education,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_issb_knowledge_hub,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_issb_sasb_hub,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_ifrs_org_portal,www.ifrs.org,OFFICIAL_EMAIL_ALERT,false,RESTRICTED_AUTOMATION,https://www.ifrs.org/about-us/legal/terms/,2026-08-12,METADATA_ONLY,true,OFFICIAL_EMAIL_ALERT,,OFFICIAL_EMAIL_ALERT,IFRS Foundation Terms prohibit scraping/automated download/indexing. Direct HTTP to ifrs.org is disabled. Official email alerts are signals only; never auto-activate Taiwan rules. Future LICENSED_FEED mode reserved.
src_tw_gcis_company_open_api,data.gcis.nat.gov.tw,OFFICIAL_API,true,ALLOWED_VIA_OFFICIAL_OPEN_DATA,https://data.gcis.nat.gov.tw/od/rule,2026-08-16,OPEN_DATA_METADATA,true,OFFICIAL_API,https://data.gcis.nat.gov.tw/od/data/api/5F64D864-61CB-4D0D-8AD9-492047CC1EA6,ON_DEMAND_SETUP,FUTURE_OPTIONAL_INTEGRATION. Not the V1 CUSTOMER default. Official GCIS Open API (OGDL). Do not scrape GCIS HTML. Not required for portfolio/demo. Live calls may require MOEA IP registration.
src_tw_factory_open_data,data.gov.tw,OFFICIAL_OPEN_DATA,true,ALLOWED_VIA_OFFICIAL_OPEN_DATA,https://data.gov.tw/dataset/6569,2026-08-16,OPEN_DATA_METADATA,true,OFFICIAL_OPEN_DATA,https://data.gov.tw/dataset/6569,ON_DEMAND_SETUP,On-demand facility discovery only. Official MOEA IDB 登記工廠名錄 open data (OGDL). V1 uses a manually refreshed local factory snapshot; CEL_FACTORY_OPEN_DATA_URL is optional future/development only and is not required. Do not scrape factory.moea.gov.tw or Fidbweb HTML. Not scheduled regulatory monitoring.
